StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ","OMSI ","Prolific_ID ",M _1,M _2,M _3,M _4,M _5,M _6,M _7,M _8,M _9,M _10,M _11,M _12,M _13,M _14,M _15,"M_Rel ",F _1,F _2,F _3,F _4,F _5,F _6,F _7,F _8,F _9,F _10,F _11,F _12,F _13,F _14,"F_Rel ","Music check ",PROLIFIC_PID
2025-08-22 07:13:42,2025-08-22 07:15:26,0,86.131.178.108,100,103,1,2025-08-22 07:15:26,R_2oCeYWjUcmJw0et,,,,,52.2242,0.1315,anonymous,EN,2,19,2,2,67e19f44ba489abd4e850452,5,5,5,5,4,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,67e19f44ba489abd4e850452
2025-08-22 07:13:13,2025-08-22 07:15:43,0,90.192.52.244,100,150,1,2025-08-22 07:15:43,R_2tAsBbJF1hQuAxN,,,,,54.58,-5.928,anonymous,EN,2,39,2,2,5bbb5e3f118c0600013c3202,4,5,5,5,3,4,4,4,5,3,5,2,5,5,1,3,5,4,5,5,3,4,5,5,4,4,1,4,4,5,4,1,5bbb5e3f118c0600013c3202
2025-08-22 07:13:17,2025-08-22 07:15:45,0,90.219.255.36,100,148,1,2025-08-22 07:15:45,R_8EhFpzocEGqhseZ,,,,,52.6407,-1.1354,anonymous,EN,2,39,2,2,67673a7ecec3cd778dfbd91f,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,2,67673a7ecec3cd778dfbd91f
2025-08-22 07:13:09,2025-08-22 07:15:48,0,90.241.31.36,100,158,1,2025-08-22 07:15:48,R_8mP23qBSE7PI7FF,,,,,52.9588,-0.951,anonymous,EN,2,40,2,4,613eefd901a93887944f4a5d,5,2,5,5,5,5,5,5,5,4,3,5,5,5,1,3,5,3,5,5,5,5,5,4,5,5,2,5,5,5,3,2,613eefd901a93887944f4a5d
2025-08-22 07:15:05,2025-08-22 07:16:08,0,51.241.158.167,100,63,1,2025-08-22 07:16:09,R_2dxNhJuSQZ0dilX,,,,,53.5866,-2.4354,anonymous,EN,2,40,2,2,5dcdbf658d32d102ba69e839,5,5,5,5,5,5,4,5,4,5,1,5,5,5,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,3,1,5dcdbf658d32d102ba69e839
2025-08-22 07:15:01,2025-08-22 07:16:29,0,46.18.177.137,100,87,1,2025-08-22 07:16:29,R_8yMs38nlL4XVy5H,,,,,52.9292,-1.1065,anonymous,EN,2,35,2,1,5e5ba023cd2043374adbf9a1,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,4,5,4,5,5,4,4,5,5,5,1,5,4,4,3,2,5e5ba023cd2043374adbf9a1
2025-08-22 07:15:03,2025-08-22 07:17:14,0,90.246.89.234,100,130,1,2025-08-22 07:17:14,R_2umEdbn0cVO8uqd,,,,,53.7037,-1.639,anonymous,EN,2,41,2,3,5f1ef6cd5391ec0638385f38,4,4,4,4,4,4,4,3,4,3,2,4,4,3,1,2,3,2,3,2,3,2,3,2,2,3,2,2,2,3,2,2,5f1ef6cd5391ec0638385f38
2025-08-22 07:16:47,2025-08-22 07:19:29,0,90.246.41.181,100,162,1,2025-08-22 07:19:30,R_8lh0fMSicNNdB61,,,,,53.5464,-1.4307,anonymous,EN,2,55,2,2,66dc491bbd6573646e377b0d,5,4,5,4,4,4,4,4,4,4,2,5,4,4,1,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,2,66dc491bbd6573646e377b0d
2025-08-22 07:16:10,2025-08-22 07:20:02,0,149.102.48.129,100,232,1,2025-08-22 07:20:03,R_23mC7NHCaDT7Y0x,,,,,51.3432,-0.7893,anonymous,EN,2,59,2,1,5cdd4befd3651c001950e539,5,4,5,5,5,2,1,4,2,5,1,1,1,2,1,3,4,1,4,4,3,3,2,4,2,4,2,2,2,3,2,2,5cdd4befd3651c001950e539
2025-08-26 09:47:43,2025-08-26 09:50:10,0,86.183.15.69,100,146,1,2025-08-26 09:50:10,R_2CyGYs37GBOYpNf,,,,,51.2967,0.4032,anonymous,EN,2,42,2,2,614ad1030c7afde10531f394,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,3,5,5,5,5,5,5,5,5,5,5,1,5,5,5,3,2,614ad1030c7afde10531f394
2025-08-26 09:48:48,2025-08-26 09:50:42,0,81.141.41.104,100,114,1,2025-08-26 09:50:42,R_8GuZr6xN8JCRt0U,,,,,54.58,-5.928,anonymous,EN,2,35,2,2,66a7a51803838a2db051e980,4,4,4,4,5,5,5,4,5,4,2,5,4,5,1,3,4,4,3,3,5,4,5,4,5,4,2,5,5,5,3,2,66a7a51803838a2db051e980
2025-08-26 09:48:22,2025-08-26 09:51:01,0,86.166.5.136,100,158,1,2025-08-26 09:51:01,R_8gMl0wHDfjcZcMM,,,,,54.1982,-2.8886,anonymous,EN,2,45,1,1,637f8322729ade58ec7229ba,4,4,5,4,5,4,4,4,4,4,1,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,2,4,4,4,1,2,637f8322729ade58ec7229ba
2025-08-26 09:49:17,2025-08-26 09:51:07,0,92.28.20.11,100,109,1,2025-08-26 09:51:08,R_80eL1WF2UbrYWND,,,,,52.4867,-1.8989,anonymous,EN,2,27,1,2,6319ff03df1e7848122f18b1,4,5,5,5,5,5,5,4,5,4,1,4,4,4,1,4,5,5,5,4,5,4,4,5,4,5,1,5,5,5,4,1,6319ff03df1e7848122f18b1
2025-08-26 09:49:06,2025-08-26 09:51:18,0,217.44.21.153,100,131,1,2025-08-26 09:51:18,R_2zSn59n9tkLv28R,,,,,52.6562,1.3277,anonymous,EN,2,54,1,2,5f27f6a0e13d4e05d048335f,1,2,3,2,2,2,2,1,2,2,4,2,2,2,1,2,2,3,2,2,3,3,3,3,3,2,2,1,3,3,3,2,5f27f6a0e13d4e05d048335f
2025-08-26 09:48:08,2025-08-26 09:51:19,0,86.175.177.183,100,191,1,2025-08-26 09:51:20,R_2QSbsbl3OYQvDZ9,,,,,52.8103,-1.4713,anonymous,EN,2,33,1,2,66b8830e5812d8df82589ef3,5,2,5,5,5,5,5,5,4,5,1,1,1,5,1,4,5,2,5,5,5,4,4,5,5,5,1,2,4,5,4,2,66b8830e5812d8df82589ef3
2025-08-26 09:48:47,2025-08-26 09:51:35,0,81.156.0.245,100,167,1,2025-08-26 09:51:35,R_8QsvjaRPeDA4ifG,,,,,51.6706,-1.2794,anonymous,EN,2,55,1,2,5e469f9ef0d398000b1f13f2,3,3,4,4,4,4,2,3,2,2,1,2,3,3,1,2,2,3,2,2,4,4,4,3,4,4,1,4,4,4,3,2,5e469f9ef0d398000b1f13f2
2025-08-26 09:47:00,2025-08-26 09:51:57,0,81.100.221.82,100,297,1,2025-08-26 09:51:57,R_8QQcfyfXsE53Mb1,,,,,55.8995,-3.5237,anonymous,EN,2,41,1,1,5e904f36cc3d6c355bbf48fa,2,2,5,2,3,2,2,4,4,2,2,2,2,2,1,3,2,4,4,2,3,4,4,4,4,2,2,3,2,3,2,2,5e904f36cc3d6c355bbf48fa
2025-08-26 09:51:04,2025-08-26 09:52:48,0,2.221.161.13,100,104,1,2025-08-26 09:52:49,R_29PwkLu60tnGs2B,,,,,51.1147,-0.184,anonymous,EN,2,22,1,2,6645ead2d999bda561f525ea,5,5,5,5,5,5,5,5,5,4,4,5,5,5,1,4,5,5,5,5,5,5,4,5,5,5,5,3,4,5,4,2,6645ead2d999bda561f525ea
2025-08-26 09:50:07,2025-08-26 09:53:07,0,86.137.152.212,100,179,1,2025-08-26 09:53:07,R_2gb1euzba863rsl,,,,,53.8042,-2.2929,anonymous,EN,2,48,2,1,5ea59ffb9325e15853a82d84,4,4,5,4,4,4,3,5,5,5,1,4,5,4,1,1,3,4,1,2,5,4,5,4,5,4,1,5,5,4,1,2,5ea59ffb9325e15853a82d84
2025-08-26 09:48:18,2025-08-26 09:53:14,0,86.19.21.121,100,295,1,2025-08-26 09:53:14,R_2TGXpH9dazsASUV,,,,,55.9135,-4.4084,anonymous,EN,2,51,2,1,66dc5ce2cbee7796d2d7ef15,5,4,5,5,5,5,5,5,5,5,1,3,5,5,1,4,3,4,5,5,5,4,4,5,4,5,2,2,4,4,4,2,66dc5ce2cbee7796d2d7ef15
2025-08-26 09:51:34,2025-08-26 09:53:42,0,148.252.159.27,100,128,1,2025-08-26 09:53:42,R_8XMegXKAo5RzY4h,,,,,51.4964,-0.1224,anonymous,EN,2,26,1,3,5ee93e0226f9f0167b877dbe,4,3,5,4,4,3,4,4,5,5,2,3,4,5,1,4,4,3,4,4,3,4,4,5,4,5,2,4,4,4,3,2,5ee93e0226f9f0167b877dbe
2025-08-26 09:49:43,2025-08-26 09:54:01,0,31.94.72.161,100,257,1,2025-08-26 09:54:01,R_2QA0HaTjXs4H3mQ,,,,,51.4772,-0.1197,anonymous,EN,2,34,2,2,612adba08b8235b31539c704,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,5,5,5,5,5,5,5,5,5,5,1,5,5,5,4,2,612adba08b8235b31539c704
2025-08-26 09:52:10,2025-08-26 09:54:29,0,86.185.219.120,100,138,1,2025-08-26 09:54:29,R_8ps4v5hYFGRjdZL,,,,,53.7668,-2.7217,anonymous,EN,2,45,1,2,5e5521580ee1b951df544c3c,4,3,4,4,3,3,3,4,3,4,2,3,3,3,1,3,2,2,2,2,4,4,4,3,4,2,2,4,4,3,3,2,5e5521580ee1b951df544c3c
2025-08-26 09:53:22,2025-08-26 09:54:32,0,81.158.141.222,100,69,1,2025-08-26 09:54:32,R_8anL4jsm5ivzf1Y,,,,,55.6195,-4.4916,anonymous,EN,2,47,1,2,596155a998cf77000106f8d8,3,3,3,3,3,3,3,3,3,3,2,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,1,596155a998cf77000106f8d8
2025-08-26 09:48:53,2025-08-26 09:54:43,0,77.102.161.53,100,349,1,2025-08-26 09:54:43,R_8EfKza7fVwZcJto,,,,,51.3713,-2.9572,anonymous,EN,2,65,2,1,66a50183d6f19b4257015e67,2,2,4,3,2,1,4,2,2,3,4,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,66a50183d6f19b4257015e67
2025-08-26 09:51:35,2025-08-26 09:54:45,0,109.180.150.178,100,189,1,2025-08-26 09:54:45,R_8Kps7UxQq9YOV6G,,,,,51.6158,-1.2368,anonymous,EN,2,48,2,2,5f57be602095072bb238a7ab,4,4,5,5,4,4,5,4,4,3,1,4,4,5,1,2,2,5,5,5,5,5,4,3,5,4,1,5,5,5,4,2,5f57be602095072bb238a7ab
2025-08-26 09:53:29,2025-08-26 09:55:11,0,88.97.165.221,100,101,1,2025-08-26 09:55:11,R_86T7fWr7atcarGF,,,,,53.7678,-1.7811,anonymous,EN,2,48,2,2,5c91fad394f7e600172f9d4a,5,4,5,5,4,4,4,4,5,5,1,3,4,4,1,4,5,5,4,5,4,4,4,4,4,5,1,5,4,4,4,2,5c91fad394f7e600172f9d4a
2025-08-26 09:53:11,2025-08-26 09:55:43,0,94.194.242.83,100,151,1,2025-08-26 09:55:43,R_2ANhSHHjaep0YIC,,,,,52.0435,1.1842,anonymous,EN,2,28,1,2,65c8d7f023278532f6f49139,4,5,5,5,3,4,5,3,5,4,1,1,4,4,1,3,4,5,5,5,4,5,5,4,5,4,5,2,4,4,4,2,65c8d7f023278532f6f49139
2025-08-26 09:53:52,2025-08-26 09:56:23,0,5.151.184.189,100,151,1,2025-08-26 09:56:23,R_8hdP8QKeZtPuFoZ,,,,,55.867,-4.2621,anonymous,EN,2,24,2,2,676c99169461dbd7edcce2b7,4,2,4,4,5,4,5,4,4,4,1,5,5,2,1,3,4,2,4,5,4,5,4,4,4,4,1,4,4,2,3,2,676c99169461dbd7edcce2b7
2025-08-26 09:54:48,2025-08-26 09:56:55,0,82.132.220.41,100,127,1,2025-08-26 09:56:55,R_27g3pJs3m1DwFKr,,,,,51.4772,-0.1197,anonymous,EN,2,51,2,2,63af557b3d4f219c3226b7d6,4,5,5,5,5,5,4,4,4,5,1,5,4,4,1,3,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,63af557b3d4f219c3226b7d6
2025-08-26 09:50:05,2025-08-26 09:57:40,0,81.155.101.146,100,455,1,2025-08-26 09:57:40,R_2HGONpwTzXguvsw,,,,,51.4484,-1.0097,anonymous,EN,2,51,2,2,5eadc384e00264461f74d7c8,5,4,4,5,3,5,4,4,5,5,2,5,4,5,1,3,1,1,1,1,4,1,1,2,1,1,1,1,1,1,2,2,5eadc384e00264461f74d7c8
2025-08-26 09:57:06,2025-08-26 09:59:57,0,78.146.161.255,100,170,1,2025-08-26 09:59:57,R_8YPc8gEQWG5UsKG,,,,,50.368,-4.1329,anonymous,EN,2,56,2,2,644805884189b40893adfa53,5,5,5,5,5,5,5,5,5,5,1,5,5,5,1,4,3,4,4,3,2,2,2,2,2,3,3,2,2,2,2,2,644805884189b40893adfa53
2025-08-26 09:57:45,2025-08-26 10:01:15,0,82.32.52.137,100,209,1,2025-08-26 10:01:15,R_2d3MjzTgKbeS12O,,,,,52.4523,-2.1377,anonymous,EN,2,69,1,2,5ded58a8217786000b2b2511,4,4,5,4,3,4,4,3,5,5,1,3,4,4,1,2,3,4,5,5,4,4,4,4,4,4,2,3,4,4,3,2,5ded58a8217786000b2b2511
2025-08-26 10:09:28,2025-08-26 10:12:00,0,82.18.96.24,100,152,1,2025-08-26 10:12:01,R_233bERGdEY6YHUR,,,,,55.9019,-4.4553,anonymous,EN,2,43,1,1,6016f0e16f7aec8af4152aa4,5,4,5,4,3,3,3,4,3,4,1,4,3,3,1,3,3,2,2,2,4,4,4,3,3,2,2,4,3,4,2,2,6016f0e16f7aec8af4152aa4
2025-08-27 02:38:34,2025-08-27 02:40:20,0,2.123.128.96,100,105,1,2025-08-27 02:40:20,R_8xFuk7lue8HT39L,,,,,53.3742,-2.8715,anonymous,EN,2,30,2,2,5b5f23420085cb0001872849,4,5,5,5,4,3,4,4,4,5,1,3,5,4,1,4,3,3,2,4,4,4,4,4,4,4,3,4,3,3,3,2,5b5f23420085cb0001872849
2025-08-27 02:38:45,2025-08-27 02:40:20,0,195.213.123.171,100,94,1,2025-08-27 02:40:20,R_8g5zadGG26XSwI9,,,,,53.4804,-2.1862,anonymous,EN,2,40,2,2,60537fdcda0ac05f1c59c57f,5,5,5,5,5,4,5,5,5,5,1,5,5,4,1,4,4,4,4,5,4,4,4,4,4,4,1,5,4,4,4,2,60537fdcda0ac05f1c59c57f
2025-08-27 02:38:53,2025-08-27 02:40:19,0,80.0.72.68,100,86,1,2025-08-27 02:40:20,R_2l419IO2B9bTgKl,,,,,50.8876,-1.3131,anonymous,EN,2,33,2,2,59f88f6eb47dfc0001b661ef,4,4,4,4,4,4,4,4,4,4,1,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,2,59f88f6eb47dfc0001b661ef
2025-08-27 02:38:51,2025-08-27 02:40:57,0,185.111.172.103,100,125,1,2025-08-27 02:40:57,R_2mPO7odRfU0fPz4,,,,,51.5277,0.0252,anonymous,EN,2,37,1,2,5fb551ccab996500099ab1aa,4,4,5,4,4,4,4,4,4,4,1,4,4,4,1,3,4,3,4,4,4,4,3,4,3,4,2,4,3,4,2,2,5fb551ccab996500099ab1aa
2025-08-27 02:38:54,2025-08-27 02:41:04,0,5.66.36.13,100,130,1,2025-08-27 02:41:05,R_82llBmWHtA0PeQm,,,,,50.7321,-3.53,anonymous,EN,2,64,2,1,56abcb46f209e0000adab961,4,3,4,4,4,4,4,4,4,4,1,1,3,5,1,1,1,3,1,1,4,4,4,4,4,1,1,1,3,3,2,2,56abcb46f209e0000adab961
2025-08-27 02:38:24,2025-08-27 02:41:06,0,81.105.255.224,100,161,1,2025-08-27 02:41:06,R_24MeVwuGh0rjqwL,,,,,55.9125,-4.2108,anonymous,EN,2,38,1,2,65537e14439274fe5036b4d2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,2,4,4,4,3,2,65537e14439274fe5036b4d2
2025-08-27 02:38:38,2025-08-27 02:41:17,0,5.69.202.172,100,159,1,2025-08-27 02:41:18,R_2GQ6Cqyi1VDiqsJ,,,,,52.7989,-0.067,anonymous,EN,2,29,2,2,5c4f7b99b33a5300013dbfdd,5,5,5,5,2,2,4,4,3,5,1,4,4,3,1,3,4,5,4,4,4,4,5,4,4,4,1,5,5,3,2,2,5c4f7b99b33a5300013dbfdd
