StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,"Consent ","Age ","Gender ",OMSI,"Prolific ID ",C _1,C _2,C _3,C _4,C _5,C _6,C _7,C _8,C _9,C _10,C _11,C _12,C _13,C _14,C _15,C _16,"C_Rel ",S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10,S_11,S_12,S_13,S_14,S_15,S_Rel,Music check,PROLIFIC_PID
2025-08-27 04:52:34,2025-08-27 04:54:53,0,81.131.36.97,100,139,1,2025-08-27 04:54:54,R_8PimY4uhFsrJa5k,,,,,52.6181,-1.1804,anonymous,EN,2,47,2,2,5eb7094fbb8ed70b61398cff,2,3,2,3,3,3,3,3,3,3,3,2,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,3,3,2,2,5eb7094fbb8ed70b61398cff
2025-08-27 04:52:48,2025-08-27 04:55:08,0,2.223.39.24,100,139,1,2025-08-27 04:55:08,R_8hbrsglNVEcD4Gd,,,,,52.4494,0.6185,anonymous,EN,2,39,1,3,60ddc62b071a009e0b0c2922,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,60ddc62b071a009e0b0c2922
2025-08-27 04:52:30,2025-08-27 04:55:19,0,31.94.14.233,100,169,1,2025-08-27 04:55:19,R_2UUphvZoX6LgyHL,,,,,51.9276,-0.4968,anonymous,EN,2,48,1,3,588a59813e1f290001aa78c1,3,4,4,4,4,4,4,4,3,4,3,3,3,3,3,1,3,3,3,3,3,3,4,3,3,3,3,3,4,3,5,4,3,2,588a59813e1f290001aa78c1
2025-08-27 04:52:51,2025-08-27 04:55:53,0,80.189.145.223,100,182,1,2025-08-27 04:55:54,R_8mz4wpj94JcWtQd,,,,,54.9314,-3.932,anonymous,EN,2,35,2,2,661403131cecbe255b64ca6f,4,4,4,4,4,3,4,4,4,4,4,3,5,3,3,1,2,2,2,2,3,3,2,3,3,2,3,3,4,3,4,4,3,2,661403131cecbe255b64ca6f
2025-08-27 04:52:47,2025-08-27 04:56:27,0,31.104.95.186,100,220,1,2025-08-27 04:56:27,R_2GDkBeZU4iOC0VN,,,,,54.58,-5.928,anonymous,EN,2,50,1,2,62d793b216e1b007c88f156f,5,4,4,5,5,4,4,4,5,4,4,4,5,5,5,4,3,4,4,3,4,3,3,4,3,4,3,3,4,4,5,5,3,2,62d793b216e1b007c88f156f
2025-08-27 04:52:36,2025-08-27 04:56:29,0,86.155.28.183,100,232,1,2025-08-27 04:56:29,R_88AQnMYA5rKz7vU,,,,,53.4096,-2.9792,anonymous,EN,2,36,2,2,6660db53cb7f08f6680cc133,4,4,4,5,5,5,4,5,4,5,5,4,5,4,4,1,4,4,4,4,4,5,4,5,4,4,5,5,5,5,5,5,4,2,6660db53cb7f08f6680cc133
2025-08-27 04:53:01,2025-08-27 04:56:31,0,90.249.95.232,100,210,1,2025-08-27 04:56:32,R_29nBLxc6pmJlmY9,,,,,51.8951,-1.1585,anonymous,EN,2,36,1,5,62c4223a1f32b720c8f30148,5,4,4,4,4,4,5,5,5,4,5,4,5,3,3,4,2,4,4,4,4,4,4,4,5,4,4,3,4,4,3,4,2,2,62c4223a1f32b720c8f30148
2025-08-27 04:54:30,2025-08-27 04:57:04,0,92.40.190.25,100,154,1,2025-08-27 04:57:04,R_2glWIkWVggOzviN,,,,,52.8901,-1.4522,anonymous,EN,2,27,2,2,6772ed74a16a7086a77e5d6e,5,4,4,4,5,5,4,5,5,4,4,3,4,4,4,1,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,4,2,2,6772ed74a16a7086a77e5d6e
2025-08-27 04:52:43,2025-08-27 04:57:05,0,84.66.13.164,100,261,1,2025-08-27 04:57:05,R_8ygH6cfNdc0cBBD,,,,,51.2333,-1.0833,anonymous,EN,2,70,1,2,5dee11c6d35cc34acae7c301,3,3,3,2,4,2,2,3,4,3,2,5,2,4,4,1,3,2,2,2,1,2,2,2,3,2,2,1,2,2,5,4,3,2,5dee11c6d35cc34acae7c301
2025-08-27 04:54:25,2025-08-27 04:57:11,0,2.98.115.107,100,166,1,2025-08-27 04:57:12,R_2EBeoKJx6LklMVe,,,,,53.9573,-1.0837,anonymous,EN,2,40,2,2,6762e3d80af1b3f2a2c3895a,4,4,5,5,4,4,5,5,5,5,5,5,5,4,4,1,3,3,3,4,4,3,4,3,4,3,4,3,4,3,5,5,3,2,6762e3d80af1b3f2a2c3895a
2025-08-27 04:54:35,2025-08-27 04:57:20,0,146.198.77.8,100,164,1,2025-08-27 04:57:20,R_2oA4u6Xx3AIvQos,,,,,50.8552,0.5716,anonymous,EN,2,32,1,3,5ebc168e8b24060127d0dae6,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,1,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5ebc168e8b24060127d0dae6
2025-08-27 04:53:16,2025-08-27 04:57:20,0,82.15.183.154,100,243,1,2025-08-27 04:57:20,R_2T1rW3mUcqPGhnr,,,,,53.0115,-1.3562,anonymous,EN,2,58,2,2,6726b535f9fbef5487989210,3,4,4,3,4,4,3,4,4,3,4,3,4,3,3,1,3,1,2,2,2,1,1,2,2,1,2,2,2,1,3,3,3,2,6726b535f9fbef5487989210
2025-08-27 04:54:37,2025-08-27 04:57:40,0,86.128.44.63,100,183,1,2025-08-27 04:57:41,R_2aOxEAXWmUHbKvx,,,,,52.3461,-2.0691,anonymous,EN,2,45,2,3,6727b19c12511694cfc3af0c,5,5,4,4,4,3,4,5,4,4,3,4,5,3,4,1,3,1,1,2,2,1,3,2,1,2,2,3,2,1,4,4,2,2,6727b19c12511694cfc3af0c
2025-08-27 04:55:16,2025-08-27 04:58:16,0,86.11.165.97,100,179,1,2025-08-27 04:58:16,R_2BUfFtSbFfZsf6h,,,,,51.2105,-1.5001,anonymous,EN,2,41,2,2,665b1c70895ff62a86e1483e,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,2,2,665b1c70895ff62a86e1483e
2025-08-27 04:54:32,2025-08-27 04:58:25,0,81.97.235.158,100,232,1,2025-08-27 04:58:25,R_8gLyIOUksrz15qZ,,,,,52.8794,-1.4819,anonymous,EN,2,71,2,2,5e7f1c5ee2d6185def08ac67,4,4,4,4,5,4,5,4,4,4,4,4,5,4,4,1,3,4,4,3,3,4,4,4,4,4,3,4,4,4,4,3,1,2,5e7f1c5ee2d6185def08ac67
2025-08-27 04:54:13,2025-08-27 05:01:50,0,77.102.206.32,100,456,1,2025-08-27 05:01:50,R_233BxPR5bdwNSNj,,,,,53.3333,-2.9,anonymous,EN,2,48,1,1,5da760eae8174b001640d369,4,4,4,4,4,4,4,4,5,3,4,5,4,4,4,1,3,4,4,4,4,3,4,4,4,4,4,4,5,4,4,5,3,2,5da760eae8174b001640d369
